Date,Revenue
2022-02-18,14.62520662
2022-02-19,14.1689625
2022-02-20,14.03718789
2022-02-21,13.20456728
2022-02-22,12.87170405
2022-02-23,12.37203938
2022-02-24,13.00860339
2022-02-25,12.34727803
2022-02-26,12.85895013
2022-02-27,12.78861272
2022-02-28,13.44318655
2022-03-01,13.85685512
2022-03-02,14.2203046
2022-03-03,15.01732959
2022-03-04,15.63499339
2022-03-05,15.20822077
2022-03-06,15.11372339
2022-03-07,14.49483878
2022-03-08,13.68868211
2022-03-09,13.90632746
2022-03-10,13.7550213
2022-03-11,14.72506461
2022-03-12,14.37025704
2022-03-13,14.55664976
2022-03-14,14.82437591
2022-03-15,14.66020382
2022-03-16,14.32523093
2022-03-17,14.35321911
2022-03-18,14.11550898
2022-03-19,14.23111643
2022-03-20,14.07643074
2022-03-21,14.47678687
2022-03-22,14.97897336
2022-03-23,15.33220256
2022-03-24,15.78830544
2022-03-25,16.32930792
2022-03-26,17.02116113
2022-03-27,17.64796359
2022-03-28,17.45235266
2022-03-29,17.67754922
2022-03-30,18.53468087
2022-03-31,19.28679632
2022-04-01,19.92268506
2022-04-02,19.94592829
2022-04-03,19.88401812
2022-04-04,19.37368176
2022-04-05,18.96268644
2022-04-06,19.30021638
2022-04-07,19.90994029
2022-04-08,19.98600966
2022-04-09,20.15257227
2022-04-10,20.65639748
2022-04-11,20.24764509
2022-04-12,20.35840064
2022-04-13,20.40599677
2022-04-14,20.78899362
2022-04-15,21.32369036
2022-04-16,21.91210454
2022-04-17,22.76537315
2022-04-18,23.65651901
2022-04-19,24.28427461
2022-04-20,24.71991579
2022-04-21,24.70219109
2022-04-22,24.34441654
2022-04-23,23.90215996
2022-04-24,24.28728824
2022-04-25,24.36337379
2022-04-26,24.59267678
2022-04-27,24.7864866
2022-04-28,24.40179138
2022-04-29,24.22407458
2022-04-30,24.50485315
2022-05-01,24.73754444
2022-05-02,24.2238125
2022-05-03,24.79224925
2022-05-04,24.50223685
2022-05-05,24.32510579
2022-05-06,23.68528079
2022-05-07,23.96667888
2022-05-08,23.37814612
2022-05-09,22.97179742
2022-05-10,22.77963895
2022-05-11,22.38191492
2022-05-12,22.45540878
2022-05-13,22.30188749
2022-05-14,20.93709085
2022-05-15,20.22934582
2022-05-16,20.31748124
2022-05-17,19.38642381
2022-05-18,19.34715037
2022-05-19,19.41952252
2022-05-20,19.74993909
2022-05-21,19.88512288
2022-05-22,20.39561487
2022-05-23,20.88758605
2022-05-24,21.11584642
2022-05-25,21.70557599
2022-05-26,21.98160523
2022-05-27,21.6392907
2022-05-28,21.45086723
2022-05-29,21.21678023
2022-05-30,20.84265813
2022-05-31,21.39243097
2022-06-01,22.07355692
2022-06-02,22.55416754
2022-06-03,22.04989146
2022-06-04,21.52657776
2022-06-05,20.84716909
2022-06-06,20.89004436
2022-06-07,20.95616966
2022-06-08,21.36993978
2022-06-09,20.85181211
2022-06-10,20.82123696
2022-06-11,21.54594731
2022-06-12,20.97035542
2022-06-13,20.61429967
2022-06-14,19.18423803
2022-06-15,18.23379502
2022-06-16,17.01067089
2022-06-17,15.52168674
2022-06-18,14.6828052
2022-06-19,14.26711828
2022-06-20,14.257161
2022-06-21,14.3352613
2022-06-22,13.99599107
2022-06-23,13.34591973
2022-06-24,12.22730918
2022-06-25,12.33249832
2022-06-26,12.37732752
2022-06-27,12.62458427
2022-06-28,12.81438984
2022-06-29,12.97291726
2022-06-30,12.5651837
2022-07-01,11.87861291
2022-07-02,12.05844579
2022-07-03,12.18031969
2022-07-04,12.8532165
2022-07-05,13.43787156
2022-07-06,13.87645903
2022-07-07,14.30220212
2022-07-08,15.06566591
2022-07-09,15.21174805
2022-07-10,14.93010045
2022-07-11,14.88542803
2022-07-12,14.81785462
2022-07-13,15.07030357
2022-07-14,15.54372397
2022-07-15,16.08853531
2022-07-16,16.6956959
2022-07-17,16.66404928
2022-07-18,16.73611598
2022-07-19,17.60434655
2022-07-20,17.78580525
2022-07-21,18.11695901
2022-07-22,18.31833304
2022-07-23,19.15812589
2022-07-24,19.56843926
2022-07-25,20.45844332
2022-07-26,20.43089703
2022-07-27,20.16155368
2022-07-28,20.33122453
2022-07-29,20.69256668
2022-07-30,20.16570973
2022-07-31,20.10815508
2022-08-01,19.53625416
2022-08-02,19.86755397
2022-08-03,20.0225905
2022-08-04,19.78263543
2022-08-05,19.08826542
2022-08-06,18.80550091
2022-08-07,18.91023263
2022-08-08,19.18608936
2022-08-09,19.31273398
2022-08-10,19.57672475
2022-08-11,18.98803475
2022-08-12,18.43760771
2022-08-13,18.51908507
2022-08-14,18.37249848
2022-08-15,18.40125387
2022-08-16,18.64812932
2022-08-17,18.33325378
2022-08-18,17.69431401
2022-08-19,17.46511988
2022-08-20,16.93402572
2022-08-21,17.23473672
2022-08-22,16.84142672
2022-08-23,16.22910638
2022-08-24,16.40851998
2022-08-25,16.63257795
2022-08-26,16.67862794
2022-08-27,16.25484481
2022-08-28,15.45111819
2022-08-29,14.83145352
2022-08-30,14.85477225
2022-08-31,14.26352674
2022-09-01,13.82316571
2022-09-02,13.85292416
2022-09-03,14.30303825
2022-09-04,13.81404793
2022-09-05,12.53492808
2022-09-06,11.59997052
2022-09-07,11.18296694
2022-09-08,11.30992176
2022-09-09,11.56385028
2022-09-10,11.11916768
2022-09-11,11.28501839
2022-09-12,12.34642905
2022-09-13,13.08351696
2022-09-14,13.53518778
2022-09-15,13.21823281
2022-09-16,13.40939508
2022-09-17,14.06523756
2022-09-18,14.71663889
2022-09-19,14.84117658
2022-09-20,14.67312028
2022-09-21,14.60045465
2022-09-22,15.02646456
2022-09-23,16.02914971
2022-09-24,16.45267281
2022-09-25,16.11553884
2022-09-26,15.9837842
2022-09-27,17.04559138
2022-09-28,17.03249392
2022-09-29,16.86755462
2022-09-30,17.38269453
2022-10-01,18.53401643
2022-10-02,18.42636819
2022-10-03,17.74886725
2022-10-04,17.65585117
2022-10-05,17.65435043
2022-10-06,17.74334287
2022-10-07,17.41515672
2022-10-08,17.35849569
2022-10-09,17.03394954
2022-10-10,17.02397361
2022-10-11,17.12924705
2022-10-12,16.85215536
2022-10-13,16.87632056
2022-10-14,16.74196846
2022-10-15,16.65679565
2022-10-16,16.77803414
2022-10-17,16.7257286
2022-10-18,16.41141682
2022-10-19,16.68460581
2022-10-20,16.05763027
2022-10-21,15.83582485
2022-10-22,15.62435873
2022-10-23,15.58215608
2022-10-24,15.44953699
2022-10-25,15.54358
2022-10-26,15.73518259
2022-10-27,15.32726854
2022-10-28,15.29212973
2022-10-29,15.20409098
2022-10-30,15.28867524
2022-10-31,15.21272483
2022-11-01,15.56314234
2022-11-02,16.29417008
2022-11-03,16.64104597
2022-11-04,17.74169248
2022-11-05,18.0520952
2022-11-06,18.0790654
2022-11-07,18.19260356
2022-11-08,18.45640064
2022-11-09,18.94372536
2022-11-10,19.43926174
2022-11-11,19.41508318
2022-11-12,18.44808858
2022-11-13,17.32676713
2022-11-14,16.96580444
2022-11-15,16.83548422
2022-11-16,16.62847592
2022-11-17,16.11429133
2022-11-18,16.12943604
2022-11-19,15.9764776
2022-11-20,15.00198842
2022-11-21,14.27435845
2022-11-22,13.79413971
2022-11-23,14.32249043
2022-11-24,14.08876727
2022-11-25,14.90497801
2022-11-26,15.61118508
2022-11-27,15.25722325
2022-11-28,15.44995913
2022-11-29,15.30104445
2022-11-30,15.53990358
2022-12-01,16.05930024
2022-12-02,16.69294392
2022-12-03,17.83743995
2022-12-04,17.97049828
2022-12-05,18.34314806
2022-12-06,18.76031022
2022-12-07,19.08031732
2022-12-08,19.37859058
2022-12-09,20.07618154
2022-12-10,20.30713669
2022-12-11,20.03550478
2022-12-12,19.75000881
2022-12-13,18.92506696
2022-12-14,18.80368721
2022-12-15,18.97848606
2022-12-16,18.69402609
2022-12-17,18.18418878
2022-12-18,18.87576548
2022-12-19,18.9685193
2022-12-20,19.37214904
2022-12-21,19.33828833
2022-12-22,18.51265351
2022-12-23,17.33376752
2022-12-24,16.15511086
2022-12-25,15.98145875
2022-12-26,15.24621933
2022-12-27,15.69321833
2022-12-28,15.75474857
2022-12-29,15.72205587
2022-12-30,15.86582153
2022-12-31,15.70898774
2023-01-01,15.82286745
2023-01-02,16.06942948
