A224472,2,3,3,2,3,2,2,4
A22477,2,2,3,3,4,3,3,4
A225434,3,4,4,4,3,3,3,3
A226212,3,2,3,3,3,4,4,4
A229546,4,4,4,4,5,4,3,5
A230205,4,4,6,3,3,5,6,6
A233218,3,3,4,4,3,5,3,4
A235822,3,3,3,4,4,5,4,4
A236354,4,3,4,4,4,4,5,3
A241767,3,4,4,4,3,4,3,3
A254137,4,4,2,5,3,4,4,3
A25662,3,3,3,3,3,3,4,4
A258709,4,5,4,5,3,4,4,2
A259316,5,4,4,4,4,3,5,3
A260461,5,3,4,3,4,4,3,3
A263401,5,5,4,2,5,4,3,4
A267074,4,4,3,4,3,5,5,3
A267630,4,5,4,5,3,4,4,4
A268547,5,5,4,3,5,4,4,3
A270578,3,3,3,3,4,3,2,5
A27178,4,4,3,4,3,4,3,5
A273212,3,3,4,3,4,3,3,3
A273885,4,4,6,5,2,4,4,2
A282518,4,4,4,3,3,4,5,5
A289117,4,4,3,3,4,4,4,5
A290262,5,3,4,4,3,5,5,5
A292290,4,4,4,3,5,4,2,4
A293164,3,2,2,2,6,2,4,1
A29486,4,3,3,3,4,4,3,4
A295468,4,4,4,3,3,6,2,5
A295954,3,5,4,4,3,2,3,4
A297665,3,4,4,2,3,3,3,4
A299711,3,3,5,5,2,3,4,5
A300601,4,3,3,3,5,1,3,4
A301811,3,4,3,3,5,2,2,4
A304266,5,4,4,2,3,4,3,3
A311758,4,4,4,4,3,4,3,5
A312093,4,4,4,4,3,4,3,3
A31278,4,4,4,4,3,4,5,5
A313674,2,2,2,4,3,3,3,4
A314084,3,4,4,3,2,4,3,3
A316138,2,3,3,3,4,2,4,4
A318319,3,3,4,3,3,4,4,5
A325803,3,4,3,4,5,3,4,3
A327397,3,4,4,2,5,4,5,4
A32952,4,4,4,4,2,4,3,4
A332968,4,3,3,3,3,3,4,2
A34326,2,3,3,3,4,2,4,3
A34728,4,5,3,4,3,3,4,4
A349493,3,2,2,3,4,3,2,4
A35543,4,3,2,4,4,4,5,6
A357267,3,3,4,3,4,3,3,2
A357886,3,4,3,4,2,4,2,3
A362559,4,5,5,5,4,4,4,4
A36623,2,1,1,4,2,3,2,3
A366329,4,4,3,3,2,5,4,4
A367660,3,3,4,4,3,5,3,3
A374706,3,3,3,4,3,4,3,3
A378183,4,5,5,5,3,5,2,3
A378200,3,3,4,3,4,4,5,3
A379980,5,5,4,4,3,4,4,5
A384618,4,2,4,4,3,3,5,4
A385989,4,4,5,2,3,3,5,3
A393225,4,4,4,4,2,3,4,2
A393945,3,4,3,4,3,3,2,3
A403906,7,5,5,3,5,4,1,3
A406844,2,2,5,4,5,3,3,4
A40824,2,2,2,1,4,2,3,3
A410868,4,2,3,3,3,4,4,3
A41212,4,3,4,4,6,4,4,3
A415870,3,3,3,5,3,6,4,4
A417108,3,2,2,3,4,2,2,3
A420422,2,1,3,1,4,2,4,4
A425221,4,4,5,2,2,4,4,6
A430952,5,5,5,4,3,4,4,4
A432414,4,4,5,4,5,4,4,4
A439589,4,5,5,3,4,4,4,3
A442435,3,4,3,5,4,3,5,3
A443954,5,4,4,3,5,3,2,2
A448006,2,2,3,4,4,2,2,4
A448406,2,3,3,4,4,3,3,4
A45605,3,4,3,5,2,4,3,3
A457009,4,4,5,3,4,2,3,4
A458941,5,3,3,3,3,4,5,4
A464657,5,4,5,3,4,4,4,4
A466060,5,3,4,3,3,4,4,3
A466183,4,3,3,6,3,4,2,3
A470957,3,4,3,3,5,3,4,2
A471140,3,5,4,4,4,4,4,3
A471876,4,4,3,4,4,4,4,2
A472924,3,2,4,4,3,4,3,2
A47399,4,3,3,4,1,3,4,3
A477404,3,4,5,2,4,5,5,3
A477627,1,1,2,4,3,2,4,2
A48668,4,3,4,5,4,3,4,5
A486964,4,3,3,3,5,3,3,2
A488962,3,4,4,2,6,3,2,3
A490867,4,3,4,4,2,4,4,3
A49320,3,3,3,2,4,2,2,2
A493340,4,4,5,5,3,5,4,5
A498648,2,3,2,2,4,3,2,3
A500103,4,4,3,2,5,4,4,3
A501629,1,1,2,4,4,3,4,2
A50168,5,4,4,4,6,3,2,3
A504244,3,4,4,5,2,3,5,3
A505732,4,4,4,3,4,4,3,3
A505760,3,4,2,3,4,2,3,3
A506823,4,2,3,3,4,3,3,2
A508226,3,4,4,4,5,3,4,4
A509485,3,3,4,4,3,3,2,5
A511583,4,3,4,4,3,3,4,4
A511604,4,4,5,4,5,4,3,2
A513224,5,5,5,1,5,3,3,1
A516439,5,6,5,2,4,6,5,5
A516936,5,5,5,3,3,5,4,4
A51913,5,5,5,3,4,4,4,3
A519289,4,4,4,3,5,3,3,4
A521063,3,3,2,5,3,2,4,3
A525577,2,2,3,6,2,4,3,5
A525629,3,4,3,6,4,4,2,4
A527793,1,2,2,4,4,2,2,2
A531249,4,4,5,4,4,4,3,3
A53575,4,4,4,5,2,5,4,4
A536604,2,3,2,4,4,3,5,3
A538839,1,3,2,3,5,2,2,3
A539301,3,3,3,3,3,3,4,2
A540097,5,5,5,2,5,3,3,3
A541966,2,2,2,3,5,3,3,1
A544408,3,3,4,4,4,3,3,2
A544585,3,2,2,3,3,2,3,3
A54539,2,3,4,4,2,4,4,4
A546615,5,5,5,3,1,5,5,6
A547802,2,3,2,4,2,2,2,4
A549038,5,5,5,5,3,4,3,4
A551693,2,4,4,5,4,3,2,2
A552277,5,4,4,3,3,5,4,6
A553226,3,3,4,2,3,3,2,3
A553843,4,3,3,4,3,4,4,4
A560329,5,4,3,2,5,4,4,4
A561114,3,3,3,3,3,4,2,3
A564348,3,3,4,3,3,2,3,3
A565557,3,4,4,5,4,3,4,4
A568113,3,3,4,2,4,3,3,3
A568845,4,5,4,2,4,3,3,4
A572964,6,5,5,3,3,4,5,3
A574980,4,5,4,3,4,4,4,4
A577468,5,4,4,5,4,5,5,4
A579005,4,4,4,2,3,5,4,5
A581416,4,4,4,3,2,4,4,3
A583737,2,2,3,4,3,3,2,3
A590798,5,5,5,2,5,5,4,4
A593331,4,5,5,4,4,4,3,5
A595003,2,3,3,2,3,1,1,4
A595310,4,5,4,4,4,4,5,4
A597531,3,2,4,3,3,4,3,5
A599326,3,2,3,3,5,3,4,3
A59966,3,2,4,3,3,3,3,3
A604312,5,5,5,3,3,4,4,5
A605807,3,3,2,3,3,2,3,4
A606860,3,3,3,4,3,3,4,3
A609766,5,4,4,3,5,3,4,4
A609986,4,4,4,3,5,4,2,3
A613026,3,3,3,4,3,4,3,4
A613334,4,4,5,2,4,3,5,2
A615311,3,3,3,5,5,2,2,3
A615789,5,5,4,4,3,5,4,3
A620815,4,5,4,3,5,1,4,5
A626819,4,4,4,3,4,3,4,3
A627705,4,6,5,3,3,6,5,2
A629515,4,4,3,5,4,3,4,4
A631325,4,2,3,4,4,4,4,4
A633603,2,1,1,4,5,2,1,3
A634512,3,3,3,3,4,3,4,3
A638022,3,3,2,3,4,2,3,3
A642624,5,4,5,3,4,5,5,4
A643000,4,5,3,2,4,4,3,5
A647291,4,5,4,4,4,4,3,4
A651095,5,5,5,5,3,6,6,5
A651960,3,3,3,5,3,3,3,3
A652407,2,2,2,3,4,4,4,2
A652420,3,3,4,3,3,4,5,4
A653303,6,6,5,5,3,5,5,3
A65734,3,3,1,3,4,4,4,3
A658164,6,5,5,3,3,4,4,5
A660947,3,3,4,2,4,3,3,4
A661362,4,3,3,2,3,3,3,3
A661671,5,5,5,5,3,4,3,5
A663417,6,4,4,4,3,4,4,5
A665879,2,3,3,5,2,4,3,2
A669802,4,3,4,5,4,3,4,3
A67068,5,4,5,1,5,4,4,5
A671833,5,6,5,2,3,5,3,3
A672602,5,3,3,4,3,3,3,5
A672620,3,4,3,6,3,4,4,3
A687427,4,3,2,4,3,3,3,4
A687783,5,4,3,3,4,3,4,6
A690706,4,3,1,3,3,3,3,4
A695130,5,4,5,4,1,6,5,7
A696580,3,2,4,2,4,2,4,3
A69660,2,2,4,3,3,3,2,3
A703201,3,3,3,5,3,5,4,4
A70661,3,3,2,3,4,4,5,3
A708086,4,4,4,3,4,2,5,6
A708666,5,4,5,3,5,3,3,3
A710226,3,3,3,2,3,3,3,5
A712256,5,4,4,4,5,4,4,3
A712898,3,1,2,4,2,4,4,5
A715491,4,3,3,4,4,5,4,4
A723167,3,4,4,4,3,2,2,3
A723309,4,4,2,4,3,4,5,5
A727077,5,5,5,4,4,4,2,4
A727653,5,5,4,2,6,3,3,3
A733457,3,3,2,3,4,2,1,4
A740543,4,4,4,5,3,3,4,3
A744958,3,3,4,3,6,1,3,1
A745374,3,4,3,3,3,4,3,3
A748930,1,1,1,4,4,3,3,4
A751773,2,2,2,2,6,3,2,2
A752269,3,3,4,3,4,3,3,4
A752890,5,5,3,4,4,4,3,6
A753189,4,4,4,2,4,3,4,5
A756392,3,3,3,4,2,2,4,4
A756452,4,4,5,4,4,4,4,4
A758129,3,3,3,5,3,3,3,4
A759341,4,3,2,4,4,4,3,4
A764334,2,1,2,5,4,3,3,4
A764510,3,2,4,3,5,2,3,2
A764645,4,4,3,4,3,3,3,4
A765321,2,2,1,4,2,3,1,4
A765364,5,4,4,3,1,4,2,3
A766555,2,2,2,4,4,3,2,4
A767144,2,3,4,4,3,5,5,4
A768649,5,4,4,4,3,5,6,3
A771900,3,3,3,4,4,2,3,3
A776577,1,1,2,4,2,3,2,3
A77696,4,5,4,5,4,4,4,4
A78095,4,4,3,2,4,2,2,4
A782700,5,5,5,4,4,5,4,3
A784083,2,3,2,3,4,2,3,4
A78645,3,5,3,4,3,5,5,4
A787794,4,3,5,5,3,5,4,4
A793530,3,3,3,4,3,4,4,4
A793645,4,3,4,4,5,3,3,3
A79548,4,3,2,4,3,6,4,5
A795494,5,3,4,2,5,3,2,3
A795602,3,3,3,3,4,2,1,2
A800117,3,4,4,3,2,5,5,2
A803107,1,1,1,2,4,2,3,3
A81135,2,2,3,3,4,2,3,4
A811650,4,3,4,4,3,3,5,5
A812234,3,3,3,5,4,5,4,4
A818327,4,3,4,4,3,4,3,3
A821790,5,4,4,3,4,2,3,3
A822635,4,4,3,3,3,4,4,3
A822901,3,3,2,4,1,4,4,3
A823740,3,2,4,4,4,5,3,5
A825502,6,5,5,5,3,4,6,3
A829889,3,3,3,5,4,5,4,2
A833360,4,5,3,3,3,3,3,3
A83621,5,5,3,4,3,4,5,4
A840799,3,3,2,3,5,3,4,4
A849397,4,4,4,4,3,4,3,5
A853801,3,1,2,2,4,2,2,4
A854142,1,2,2,2,4,3,1,2
A854984,2,3,2,3,4,3,4,5
A855887,4,5,4,6,2,5,5,5
A857076,4,4,4,4,3,3,4,4
A859738,3,4,3,2,2,2,3,3
A861700,4,4,4,3,3,2,3,3
A863691,3,4,4,2,4,3,3,3
A86912,3,3,2,4,4,3,3,3
A871046,2,1,1,1,4,2,2,3
A873218,6,5,5,3,4,3,4,3
A874816,3,5,3,3,5,2,2,3
A878642,3,2,2,4,3,3,4,3
A878705,1,2,1,4,4,3,3,5
A879207,5,5,6,5,2,5,5,4
A880064,4,3,3,4,2,4,4,3
A880413,3,2,4,4,2,3,3,4
A882675,5,3,5,5,3,5,3,3
A883961,6,4,5,4,3,4,4,4
A885053,2,2,3,4,3,3,3,2
A886067,3,2,2,3,5,3,4,4
A889769,3,3,4,3,5,3,4,4
A899075,3,3,3,3,3,3,4,4
A901418,3,3,3,5,4,4,5,4
A903151,4,4,4,4,3,4,4,3
A912311,5,4,5,2,4,3,2,5
A912671,2,1,3,4,4,2,1,2
A919620,5,4,5,4,3,5,4,3
A923883,2,4,3,3,4,4,2,2
A934321,3,3,3,3,6,2,3,3
A936347,2,3,4,3,3,4,4,4
A940663,2,2,2,3,2,3,2,2
A940721,4,5,4,3,5,3,4,1
A943825,4,3,5,2,6,2,2,2
A944069,3,4,3,4,5,3,2,4
A945949,4,4,4,3,3,4,5,4
A947132,3,3,4,2,5,3,3,3
A948573,4,4,5,4,3,4,4,4
A948817,4,5,3,4,2,3,3,4
A951002,5,4,4,3,3,4,3,5
A953728,5,4,5,3,5,4,2,4
A955987,4,3,3,2,5,3,3,3
A957431,5,4,5,2,4,5,5,5
A959352,3,2,2,6,2,5,6,4
A95964,3,4,3,3,4,3,3,3
A96078,5,5,4,4,4,3,4,4
A962670,4,5,3,3,4,3,2,3
A968154,5,4,5,3,3,4,4,2
A972815,3,4,3,2,4,3,3,3
A975552,4,4,4,2,5,3,4,3
A977827,3,3,3,3,4,4,3,5
A978012,4,4,3,4,3,4,3,3
A97903,3,3,3,4,5,3,4,5
A980855,5,6,5,5,2,6,6,3
A981600,3,2,3,4,5,1,3,2
A984966,3,4,4,4,3,3,3,3
A985093,4,3,4,3,6,4,3,4
A985460,4,3,4,5,3,4,3,4
A987044,4,3,4,3,7,2,4,2
A988584,2,2,2,4,3,4,3,3
A991604,3,4,1,3,4,3,4,3
A993007,4,5,3,3,4,3,3,5
A994697,2,3,3,3,5,3,3,5
A995277,1,3,2,4,4,3,3,3
A995509,4,6,5,4,3,4,4,3
B04330,3,4,5,4,4,5,3,3
B102250,3,3,2,3,6,3,2,2
B105213,4,4,5,4,4,5,3,5
B110173,3,3,4,4,3,5,4,3
B110246,3,3,3,2,3,4,4,2
B110833,3,2,4,4,3,5,3,6
B113838,2,3,2,3,3,2,2,3
B118468,3,4,4,3,4,4,3,3
B118484,4,3,4,3,3,4,3,4
B118954,2,3,2,3,5,1,2,2
B124449,4,4,4,4,3,5,2,2
B12658,2,2,3,4,2,2,4,3
B128794,3,2,3,4,3,3,3,4
B129670,4,3,5,4,4,4,3,5
B133081,4,4,3,4,3,3,4,3
B13324,4,4,4,3,3,3,4,3
B133896,3,3,4,4,2,3,4,4
B133945,3,3,4,3,4,3,3,3
B136240,4,5,4,4,4,3,2,3
B140147,4,4,4,4,3,5,4,4
B142422,3,3,2,4,3,3,3,4
B143750,3,3,3,4,4,3,1,4
B146281,3,4,3,3,3,3,3,3
B14813,4,2,2,6,2,3,3,4
B148329,3,2,4,5,4,2,2,3
B149716,5,5,6,4,2,5,6,4
B154541,2,3,3,4,4,2,3,3
B15517,3,3,3,5,5,2,3,3
B163052,4,5,4,4,2,6,6,4
B164687,2,2,2,2,4,2,4,3
B165487,2,2,2,3,4,2,3,2
B166979,5,4,4,3,2,4,5,5
B167906,3,5,5,4,6,3,5,5
B169359,3,3,4,6,3,5,3,3
B174619,3,3,5,3,4,3,2,5
B179311,3,3,2,3,2,3,3,4
B18063,3,3,3,5,3,4,3,4
B18085,6,5,4,5,2,6,5,3
B181180,5,5,4,5,4,4,3,2
B182575,1,3,2,4,2,1,2,2
B19384,3,3,4,6,3,4,3,4
B197030,5,5,4,5,4,4,5,4
B198899,7,6,6,4,3,5,5,4
B199888,3,3,4,4,2,2,3,3
B200191,3,3,3,4,2,5,5,5
B202167,4,4,3,5,3,5,5,4
B20759,3,3,4,4,4,2,4,4
B209742,3,4,4,4,2,5,3,4
B225501,4,3,4,2,4,4,3,3
B225668,4,4,3,5,3,4,4,4
B228839,4,4,4,4,4,3,4,4
B229362,2,4,2,3,4,2,3,3
B230779,4,5,4,5,2,5,5,4
B239150,2,3,3,3,3,2,2,3
B239370,3,4,3,5,3,3,4,3
B242016,4,5,4,5,3,5,6,4
B246395,4,4,4,3,1,4,4,3
B247549,5,5,5,3,4,4,4,4
B248010,5,4,5,3,4,5,5,3
B249580,4,5,5,3,4,4,3,1
B250093,4,5,4,3,6,3,3,4
B250151,4,4,3,3,3,3,3,2
B254351,4,3,3,4,3,3,5,4
B255311,4,3,3,3,3,4,4,3
B25572,3,4,3,5,4,5,4,5
B256842,3,3,3,2,5,4,1,3
B260496,4,4,4,4,3,3,3,2
B260505,2,3,3,3,4,3,2,3
B263033,3,5,3,3,4,4,4,4
B263360,5,4,4,3,4,4,3,3
B264341,4,5,4,7,1,3,5,5
B266835,3,4,4,1,5,3,4,3
B269098,3,4,4,5,4,2,2,3
B269529,4,4,4,3,3,5,5,4
B270288,3,3,3,4,5,4,2,2
B274609,3,3,3,5,2,5,4,5
B276870,4,3,5,4,3,4,3,3
B286935,3,4,3,4,4,4,3,4
B290057,3,4,4,2,4,3,4,4
B29049,4,4,4,4,5,4,4,3
B293319,4,3,4,4,4,4,3,5
B293510,4,4,5,4,4,4,3,4
B297001,4,4,4,3,3,3,4,3
B300786,2,3,3,4,3,4,3,3
B302343,4,3,2,5,1,6,5,4
B308070,4,3,5,3,5,4,5,2
B310750,3,4,3,4,2,4,4,4
B311103,3,4,5,4,3,6,4,4
B317246,4,4,4,3,4,3,2,3
B319628,3,3,3,4,4,2,3,1
B323829,3,4,5,2,6,2,1,4
B325435,3,4,3,4,2,2,3,2
B327796,2,3,2,2,4,3,4,4
B328912,5,4,4,2,4,4,4,4
B329338,4,3,3,4,3,4,5,5
B334871,4,3,3,3,4,3,4,4
B335074,2,2,2,3,4,2,3,3
B340121,4,4,3,3,4,4,3,2
B340840,3,3,4,1,5,3,4,2
B341496,4,3,4,5,3,4,4,3
B344400,4,5,4,4,3,2,3,3
B346107,3,3,3,6,1,4,3,6
B346362,2,1,3,3,6,3,2,2
B352309,3,3,3,3,4,4,2,3
B356659,4,5,5,3,4,4,3,3
B360850,2,3,3,5,4,1,2,3
B361009,5,6,5,3,4,5,5,3
B36217,2,2,2,4,3,3,3,5
B363210,3,2,4,1,5,3,4,3
B363857,6,6,6,5,3,5,6,5
B368498,3,2,4,4,2,4,3,5
B368622,3,4,5,4,4,5,4,4
B368985,3,4,4,4,3,5,4,5
B369070,5,3,3,5,3,4,4,4
B369234,3,4,3,5,3,3,3,1
B369784,5,4,4,2,4,5,4,3
B371130,3,3,4,4,4,6,4,4
B374505,4,3,3,3,2,3,5,4
B376002,4,4,4,4,4,4,4,4
B378434,5,4,5,5,3,3,4,3
B381427,4,3,3,3,3,4,2,5
B382760,2,3,2,5,3,2,3,3
B385712,4,4,3,1,6,3,3,3
B387011,5,7,3,3,5,4,4,3
B388679,4,3,4,3,4,3,4,3
B388820,3,3,2,3,4,2,4,4
B392635,4,4,5,4,2,3,4,4
B393356,3,4,5,3,4,3,4,3
B396774,1,3,3,3,3,3,2,3
B39992,4,4,3,4,4,3,5,4
B402928,3,4,4,4,3,4,4,2
B406551,5,5,4,5,3,5,2,3
B407189,3,3,4,3,3,2,4,5
B41405,1,2,2,4,4,3,4,3
B417357,5,4,4,2,5,3,2,3
B419356,4,3,4,3,4,4,3,2
B419814,3,2,4,6,3,3,4,4
B422289,4,4,5,3,3,3,3,5
B424640,3,2,3,3,3,3,3,2
B424659,3,4,4,3,4,3,4,6
B424726,3,4,2,3,5,2,3,2
B428349,5,4,5,4,3,6,5,4
B428830,3,5,5,4,3,4,5,4
B431778,3,3,3,3,3,4,5,3
B440428,5,5,5,5,3,5,5,3
B44052,4,4,4,3,3,5,6,5
B442664,5,3,4,3,4,3,4,4
B442835,3,4,3,5,2,5,4,5
B442948,5,6,4,5,4,5,6,5
B446255,4,5,5,3,3,6,4,4
B447151,2,4,4,4,4,4,3,3
B448076,4,3,3,2,3,3,3,4
B450091,4,5,5,4,5,4,4,3
B450609,3,2,3,3,3,5,4,5
B451399,4,5,5,4,4,4,4,3
B451989,5,5,4,2,3,3,4,6
B455335,4,3,4,4,3,5,4,6
B464898,3,4,4,4,4,4,3,5
B465001,5,4,4,4,3,5,3,3
B46761,3,4,3,3,5,2,3,3
B468086,3,4,4,4,4,2,3,4
B469043,3,4,4,3,3,4,3,3
B471691,4,5,4,2,4,6,2,3
B475008,4,3,5,4,3,3,3,4
B475242,3,2,3,2,4,3,1,3
B47880,4,5,5,2,4,4,2,5
B479208,4,4,5,4,6,3,3,2
B481474,5,4,6,6,2,5,5,4
B482277,5,4,5,4,3,4,3,4
B483014,3,2,2,3,3,3,2,3
B483116,3,2,2,2,2,3,3,4
B488148,4,5,4,3,3,3,5,3
B490537,3,4,4,4,3,3,5,5
B491501,4,5,4,3,4,3,4,4
B492262,3,2,3,3,3,2,4,4
B49281,4,2,5,4,3,4,4,4
B499886,2,3,2,4,4,3,2,2
B506027,3,4,3,3,4,3,3,2
B507028,5,5,5,3,5,3,4,4
B507395,4,5,3,4,2,6,5,4
B507626,5,4,4,3,4,4,3,5
B50784,2,2,3,5,2,1,3,3
B508012,3,4,3,3,4,2,4,5
B511896,4,4,4,3,5,4,3,4
B512858,3,2,3,4,3,3,4,4
B514157,3,4,2,4,4,2,3,4
B518186,4,5,4,4,3,4,3,2
B518299,4,4,4,5,3,7,5,4
B51907,4,4,3,3,5,2,3,3
B520911,4,3,3,4,3,3,3,3
B522238,3,4,4,4,5,2,2,4
B525987,5,4,6,3,5,3,2,3
B528021,4,4,3,4,4,3,3,4
B528928,3,4,4,4,3,2,2,3
B530923,4,4,4,2,5,4,3,3
B536861,3,3,4,5,2,4,5,4
B538877,4,5,3,4,4,5,4,6
B539992,5,4,6,4,3,5,4,4
B541034,5,3,4,5,4,4,4,3
B541413,6,4,6,4,3,3,4,4
B541454,3,3,3,6,2,5,5,5
B545599,3,3,3,1,3,4,3,3
B547610,2,2,1,5,3,3,4,3
B548061,4,3,4,4,3,3,1,4
B548800,4,4,5,2,4,4,5,4
B552951,4,4,4,3,1,5,4,5
B561228,3,4,3,5,4,3,4,3
B561835,4,4,4,4,2,6,6,5
B562858,3,3,4,3,5,3,3,3
B564637,4,4,4,5,3,3,4,3
B565042,3,2,2,3,3,3,1,3
B565569,4,1,3,4,4,5,4,3
B568158,4,4,4,3,5,3,4,4
B572303,4,3,2,3,3,4,4,4
B572550,4,3,3,3,3,4,4,3
B572947,3,3,4,4,3,4,3,3
B583161,5,6,4,4,3,4,4,5
B584202,3,2,3,2,4,3,4,4
B584686,3,4,2,4,4,3,4,3
B585942,5,4,3,2,5,4,3,4
B586243,3,4,3,4,3,4,5,2
B591314,4,4,6,5,3,5,7,6
B593910,2,3,2,2,4,2,3,3
B597868,3,5,3,2,5,3,4,2
B59804,4,5,3,4,4,4,3,6
B599924,4,5,4,2,6,1,2,3
B601895,4,4,3,4,5,4,3,4
B607212,3,3,2,4,2,3,4,3
B609039,3,3,3,2,4,3,3,2
B60959,1,2,2,2,4,3,1,3
B609623,4,4,4,4,1,3,4,4
B609739,4,4,4,4,3,4,5,4
B614129,4,4,2,3,4,3,4,3
B614851,4,4,4,4,2,4,4,5
B617350,3,3,4,3,3,3,3,4
B619070,4,4,4,5,3,5,4,4
B619322,4,4,4,2,4,3,4,3
B626230,4,4,3,4,3,3,3,3
B627843,3,2,3,4,3,4,3,5
B63345,6,5,5,2,4,5,3,5
B635354,2,2,3,1,4,3,3,3
B639946,3,3,3,3,5,2,3,1
B641384,4,4,4,6,2,5,5,5
B643657,2,4,4,3,4,1,4,3
B644010,3,2,2,4,3,4,2,4
B644120,4,5,4,4,3,5,3,3
B651104,5,4,4,4,2,4,5,5
B651452,5,4,4,4,2,4,5,2
B652550,5,4,3,3,3,5,4,4
B655777,4,5,3,4,2,4,4,4
B661586,4,4,5,4,4,6,5,5
B66617,4,5,4,4,1,5,3,4
B66821,3,4,3,3,4,3,3,2
B66948,3,3,3,5,3,4,4,3
B671396,3,2,1,4,3,4,4,2
B674121,2,2,3,5,3,3,4,3
B674702,3,2,3,2,6,2,1,3
B675004,3,4,2,2,5,2,4,4
B675944,4,3,4,3,4,3,3,3
B677068,3,3,3,4,3,3,5,3
B678171,3,4,4,2,3,3,4,5
B680094,4,3,5,4,2,4,5,4
B681069,3,4,3,1,5,2,3,2
B682234,4,4,2,3,4,3,3,3
B687215,4,3,4,2,3,5,3,4
B68757,5,4,4,3,4,5,5,5
B689525,3,3,3,4,2,3,3,5
B692438,2,2,3,3,3,3,4,3
B700580,4,3,4,3,3,4,4,3
B705971,3,2,2,5,3,2,1,2
B707938,4,3,3,4,4,3,3,2
B708960,3,3,3,4,3,5,2,5
B711602,2,2,3,3,4,2,4,4
B713028,2,3,3,3,4,3,3,4
B714519,4,5,4,3,2,4,4,3
B717178,4,2,4,2,3,4,4,3
B717434,3,3,3,1,6,2,1,1
B724639,5,4,3,2,5,2,3,3
B724894,4,3,3,3,4,4,4,3
B72873,3,4,3,3,3,2,3,3
B733858,2,2,1,3,2,2,2,3
B738673,4,5,6,3,3,5,5,5
B738725,5,4,4,4,4,4,4,3
B739624,4,4,3,3,4,3,3,3
B740110,3,4,3,3,3,3,4,5
B745310,4,4,3,3,5,3,4,3
B749266,3,3,4,3,3,2,2,4
B74964,2,2,4,2,3,3,4,3
B749928,2,2,1,4,3,3,3,2
B75095,2,2,2,4,3,3,3,4
B75335,4,4,4,2,6,2,3,3
B754647,4,3,3,3,4,2,3,2
B755053,2,3,3,5,3,4,5,5
B756017,2,4,4,3,4,4,2,3
B758777,3,3,3,4,2,4,3,4
B759427,3,3,3,3,4,4,3,3
B770701,4,4,5,3,3,3,4,4
B773288,5,6,6,3,3,6,4,1
B773959,4,4,4,5,3,5,5,4
B782212,5,5,5,5,3,5,3,2
B782897,2,2,3,3,5,3,2,2
B785760,5,4,5,4,4,3,4,5
B786773,2,1,2,4,3,2,2,3
B788347,3,4,2,3,3,3,5,2
B789652,2,2,4,1,5,5,1,4
B79192,4,5,4,3,4,4,5,4
B794135,3,4,3,2,5,3,2,4
B796987,3,3,2,4,3,5,3,4
B800553,3,3,3,5,3,4,4,4
B803995,4,4,5,5,4,4,4,4
B813081,2,3,3,4,3,3,3,3
B813452,4,5,3,3,3,3,4,4
B813556,4,3,2,4,3,3,3,3
B816555,4,3,4,5,2,5,4,4
B817366,2,2,3,3,3,3,3,2
B824807,5,4,3,4,2,6,5,5
B826950,4,4,3,4,4,4,3,4
B82919,4,5,5,3,4,3,2,4
B831355,4,4,3,3,2,5,4,5
B831451,2,2,3,4,4,2,1,2
B83164,5,4,4,5,3,6,4,4
B836957,3,3,2,4,2,4,2,2
