1558,98647,Skamokawa,WA,Wahkiakum
6086,77367,Riverside,TX,Walker
415,37214,Nashville,TN,Davidson
2755,38966,Webb,MS,Tallahatchie
2684,99693,Whittier,AK,Valdez-Cordova
5304,56072,New Richland,MN,Waseca
3878,28019,Caroleen,NC,Rutherford
7138,68046,Papillion,NE,Sarpy
5128,35758,Madison,AL,Madison
4303,42120,Adolphus,KY,Allen
6902,61913,Atwood,IL,Douglas
4392,53217,Milwaukee,WI,Milwaukee
3058,18071,Palmerton,PA,Carbon
7392,78561,Lasara,TX,Willacy
2480,65338,Lincoln,MO,Benton
3994,68649,North Bend,NE,Dodge
6069,21802,Salisbury,MD,Wicomico
7253,28430,Cerro Gordo,NC,Columbus
7160,80107,Elizabeth,CO,Elbert
7951,61265,Moline,IL,Rock Island
8546,63546,Greentop,MO,Adair
888,95202,Stockton,CA,San Joaquin
4434,11042,New Hyde Park,NY,Nassau
271,44093,Williamsfield,OH,Ashtabula
3111,64086,Lees Summit,MO,Jackson
2021,62976,Pulaski,IL,Pulaski
2075,14898,Woodhull,NY,Steuben
2549,49264,Onondaga,MI,Ingham
6921,8332,Millville,NJ,Cumberland
1810,38478,Pulaski,TN,Giles
441,60805,Evergreen Park,IL,Cook
4413,70520,Carencro,LA,Lafayette
4885,74074,Stillwater,OK,Payne
4839,7935,Green Village,NJ,Morris
2335,25908,Princewick,WV,Raleigh
2219,79925,El Paso,TX,El Paso
4754,16201,Kittanning,PA,Armstrong
8454,23064,Grimstead,VA,Mathews
7794,35215,Birmingham,AL,Jefferson
1472,7882,Washington,NJ,Warren
6413,80304,Boulder,CO,Boulder
7786,55438,Minneapolis,MN,Hennepin
4977,53929,Elroy,WI,Juneau
312,60501,Summit Argo,IL,Cook
7024,79755,Midkiff,TX,Upton
7323,64167,Kansas City,MO,Clay
7694,92657,Newport Coast,CA,Orange
4889,43940,Neffs,OH,Belmont
1063,28669,Roaring River,NC,Wilkes
2025,34450,Inverness,FL,Citrus
1285,74857,Newalla,OK,Cleveland
8116,33777,Seminole,FL,Pinellas
7379,72111,Mount Vernon,AR,Faulkner
7551,97221,Portland,OR,Multnomah
3028,80238,Denver,CO,Denver
2010,75001,Addison,TX,Dallas
8471,31906,Columbus,GA,Muscogee
8579,26617,Dille,WV,Clay
4738,34432,Dunnellon,FL,Marion
5216,33441,Deerfield Beach,FL,Broward
8125,60445,Midlothian,IL,Cook
5822,85938,Springerville,AZ,Apache
988,43964,Toronto,OH,Jefferson
5385,3462,Spofford,NH,Cheshire
7966,72117,North Little Rock,AR,Pulaski
5266,16048,North Washington,PA,Butler
9,46772,Monroe,IN,Adams
582,4408,Aurora,ME,Hancock
5501,83463,Gibbonsville,ID,Lemhi
8146,78248,San Antonio,TX,Bexar
5432,76380,Seymour,TX,Baylor
5422,39834,Climax,GA,Decatur
467,27834,Greenville,NC,Pitt
1653,84652,Redmond,UT,Sevier
700,62374,Tennessee,IL,McDonough
852,33132,Miami,FL,Miami-Dade
4003,38558,Crossville,TN,Cumberland
6652,43146,Orient,OH,Pickaway
287,15370,Waynesburg,PA,Greene
1869,92647,Huntington Beach,CA,Orange
5146,73626,Canute,OK,Washita
7552,42409,Dixon,KY,Webster
2807,93312,Bakersfield,CA,Kern
6401,99588,Glennallen,AK,Valdez-Cordova
4723,87018,Counselor,NM,Sandoval
7892,34737,Howey In The Hills,FL,Lake
2361,97362,Mount Angel,OR,Marion
5634,14810,Bath,NY,Steuben
7094,45789,Wingett Run,OH,Washington
7595,27045,Rural Hall,NC,Forsyth
623,4940,Farmington Falls,ME,Franklin
749,46545,Mishawaka,IN,St. Joseph
6772,2889,Warwick,RI,Kent
4188,96028,Fall River Mills,CA,Shasta
5747,58626,Dunn Center,ND,Dunn
4770,76155,Fort Worth,TX,Tarrant
798,25831,Danese,WV,Fayette
5333,24112,Martinsville,VA,Henry
2696,84512,Bluff,UT,San Juan
4585,98101,Seattle,WA,King
8531,10518,Cross River,NY,Westchester
5856,55024,Farmington,MN,Dakota
1025,85750,Tucson,AZ,Pima
7702,85388,Surprise,AZ,Maricopa
1511,61532,Forest City,IL,Mason
3210,14815,Bradford,NY,Schuyler
5318,26282,Monterville,WV,Randolph
6591,85901,Show Low,AZ,Navajo
4367,3885,Stratham,NH,Rockingham
6984,29052,Gadsden,SC,Richland
1419,67344,Elk City,KS,Montgomery
1121,46766,Liberty Center,IN,Wells
2487,97063,Tygh Valley,OR,Wasco
8026,2835,Jamestown,RI,Newport
216,77880,Washington,TX,Washington
2617,55346,Eden Prairie,MN,Hennepin
5360,3220,Belmont,NH,Belknap
6358,33426,Boynton Beach,FL,Palm Beach
4736,38355,Medina,TN,Gibson
3350,68340,Deshler,NE,Thayer
2921,63937,Ellsinore,MO,Butler
7650,4344,Farmingdale,ME,Kennebec
2833,13636,Ellisburg,NY,Jefferson
1318,64117,Kansas City,MO,Clay
5955,67653,Norcatur,KS,Decatur
6516,59101,Billings,MT,Yellowstone
434,83805,Bonners Ferry,ID,Boundary
5788,31567,West Green,GA,Coffee
8340,21746,Hagerstown,MD,Washington
2795,24361,Meadowview,VA,Washington
8024,27807,Bailey,NC,Nash
8190,19601,Reading,PA,Berks
3274,62027,Eldred,IL,Greene
2235,24555,Glasgow,VA,Rockbridge
2266,36442,Florala,AL,Covington
4050,76452,Energy,TX,Comanche
6742,31545,Jesup,GA,Wayne
1947,95916,Berry Creek,CA,Butte
1205,12207,Albany,NY,Albany
906,97057,Shaniko,OR,Wasco
7531,73727,Carrier,OK,Garfield
4850,47227,Commiskey,IN,Jennings
8483,60611,Chicago,IL,Cook
3217,669,Lares,PR,Lares
545,59721,Cardwell,MT,Madison
1411,92260,Palm Desert,CA,Riverside
7262,73119,Oklahoma City,OK,Oklahoma
3926,76388,Weinert,TX,Haskell
5802,83646,Meridian,ID,Ada
5893,66842,Cassoday,KS,Butler
2595,19102,Philadelphia,PA,Philadelphia
5919,74577,Whitesboro,OK,Le Flore
7733,56484,Walker,MN,Cass
8109,53959,Reedsburg,WI,Sauk
964,52650,Sperry,IA,Des Moines
6819,72210,Little Rock,AR,Pulaski
6789,49709,Atlanta,MI,Montmorency
7410,36305,Dothan,AL,Houston
6352,13084,La Fayette,NY,Onondaga
2317,38958,Swan Lake,MS,Leflore
498,70808,Baton Rouge,LA,East Baton Rouge
2347,32765,Oviedo,FL,Seminole
971,13409,Munnsville,NY,Madison
1018,28538,Hookerton,NC,Greene
1480,66781,Weir,KS,Cherokee
4384,7030,Hoboken,NJ,Hudson
1333,73102,Oklahoma City,OK,Oklahoma
1368,85552,Thatcher,AZ,Graham
850,58636,Halliday,ND,Dunn
7657,93561,Tehachapi,CA,Kern
4760,26039,Glen Easton,WV,Marshall
616,49421,Hesperia,MI,Oceana
4019,71129,Shreveport,LA,Caddo
8005,12589,Wallkill,NY,Ulster
286,50310,Des Moines,IA,Polk
5666,60143,Itasca,IL,DuPage
4752,68834,Eddyville,NE,Dawson
5639,65557,Roby,MO,Texas
491,53017,Colgate,WI,Washington
3150,87573,Tererro,NM,San Miguel
3807,57012,Canistota,SD,McCook
3872,32571,Milton,FL,Santa Rosa
6050,89047,Silverpeak,NV,Esmeralda
6941,23408,Marionville,VA,Northampton
4133,18462,Starrucca,PA,Wayne
2416,28759,Mills River,NC,Henderson
4588,94583,San Ramon,CA,Contra Costa
706,11959,Quogue,NY,Suffolk
7787,46915,Burlington,IN,Carroll
2355,88345,Ruidoso,NM,Lincoln
863,44012,Avon Lake,OH,Lorain
3218,12777,Forestburgh,NY,Sullivan
2107,95642,Jackson,CA,Amador
4300,53572,Mount Horeb,WI,Dane
3353,78104,Beeville,TX,Bee
6898,43030,Jacksontown,OH,Licking
6846,62895,Wayne City,IL,Wayne
619,28451,Leland,NC,Brunswick
2343,13782,Hamden,NY,Delaware
2719,29114,Olanta,SC,Florence
7452,21012,Arnold,MD,Anne Arundel
6461,61451,Laura,IL,Peoria
7417,52218,Coggon,IA,Linn
7303,86313,Prescott,AZ,Yavapai
2635,44095,Eastlake,OH,Lake
6120,48342,Pontiac,MI,Oakland
6325,20744,Fort Washington,MD,Prince George's
1418,76073,Paradise,TX,Wise
1948,10933,Johnson,NY,Orange
3332,61605,Peoria,IL,Peoria
4051,25154,Peytona,WV,Boone
7899,72629,Dennard,AR,Van Buren
2670,54857,Mikana,WI,Barron
7677,67483,Tampa,KS,Marion
6553,97034,Lake Oswego,OR,Clackamas
1114,13076,Hastings,NY,Oswego
5084,32455,Ponce De Leon,FL,Walton
2897,36767,Orrville,AL,Dallas
2338,99551,Akiachak,AK,Bethel
2609,40177,West Point,KY,Hardin
7420,39466,Picayune,MS,Pearl River
2085,95368,Salida,CA,Stanislaus
2152,14454,Geneseo,NY,Livingston
4576,33534,Gibsonton,FL,Hillsborough
2346,91602,North Hollywood,CA,Los Angeles
4235,49051,East Leroy,MI,Calhoun
3355,4449,Hudson,ME,Penobscot
3357,7630,Emerson,NJ,Bergen
7332,6119,West Hartford,CT,Hartford
487,77057,Houston,TX,Harris
1825,3446,Swanzey,NH,Cheshire
1026,97146,Warrenton,OR,Clatsop
6474,17730,Dewart,PA,Northumberland
8487,50541,Gilmore City,IA,Humboldt
2008,60612,Chicago,IL,Cook
3828,19437,Gwynedd Valley,PA,Montgomery
5612,12941,Jay,NY,Essex
3169,97086,Happy Valley,OR,Clackamas
3143,12851,Minerva,NY,Essex
7035,77663,Village Mills,TX,Hardin
3462,20747,District Heights,MD,Prince George's
2712,45685,Thurman,OH,Gallia
2461,30223,Griffin,GA,Spalding
7230,24131,Paint Bank,VA,Craig
8578,43615,Toledo,OH,Lucas
2393,50582,Rutland,IA,Humboldt
1438,71282,Tallulah,LA,Madison
2167,67053,Goessel,KS,Marion
6124,14432,Clifton Springs,NY,Ontario
8372,38876,Tremont,MS,Itawamba
1705,43060,North Lewisburg,OH,Logan
2988,58740,Glenburn,ND,Renville
5628,83336,Heyburn,ID,Minidoka
4617,59443,Fort Shaw,MT,Cascade
481,90723,Paramount,CA,Los Angeles
5799,4926,China Village,ME,Kennebec
6650,56245,Hanley Falls,MN,Yellow Medicine
8046,74103,Tulsa,OK,Tulsa
7830,4344,Farmingdale,ME,Kennebec
6261,26159,Paden City,WV,Wetzel
5023,66953,Linn,KS,Washington
799,90715,Lakewood,CA,Los Angeles
3166,2364,Kingston,MA,Plymouth
2439,31904,Columbus,GA,Muscogee
5965,51029,Larrabee,IA,Cherokee
478,57054,Ramona,SD,Lake
376,77480,Sweeny,TX,Brazoria
4642,42064,Marion,KY,Crittenden
1316,95426,Cobb,CA,Lake
5555,17742,Lairdsville,PA,Lycoming
6861,24588,Rustburg,VA,Campbell
7394,30220,Grantville,GA,Coweta
426,72661,Oakland,AR,Marion
2647,97361,Monmouth,OR,Polk
191,78948,Lincoln,TX,Lee
8201,50157,Malcom,IA,Poweshiek
1086,51053,Schaller,IA,Sac
394,54486,Tigerton,WI,Shawano
5331,13144,Richland,NY,Oswego
494,25654,Yolyn,WV,Logan
5677,33976,Lehigh Acres,FL,Lee
2871,17921,Ashland,PA,Schuylkill
1584,83860,Sagle,ID,Bonner
7704,30080,Smyrna,GA,Cobb
4313,57369,Platte,SD,Charles Mix
8249,6401,Ansonia,CT,New Haven
7319,49611,Alba,MI,Antrim
3930,24549,Dry Fork,VA,Pittsylvania
3874,34480,Ocala,FL,Marion
1682,81067,Rocky Ford,CO,Otero
1679,53120,East Troy,WI,Walworth
4363,29080,Lynchburg,SC,Lee
5113,68046,Papillion,NE,Sarpy
5981,12811,Bakers Mills,NY,Warren
6550,73568,Temple,OK,Cotton
6922,70091,Venice,LA,Plaquemines
3581,99689,Yakutat,AK,Yakutat
7853,75486,Sumner,TX,Lamar
1984,73938,Forgan,OK,Beaver
7574,95917,Biggs,CA,Butte
3472,11239,Brooklyn,NY,Kings
4976,97001,Antelope,OR,Wasco
8250,19518,Douglassville,PA,Berks
4513,96774,Ookala,HI,Hawaii
69,46373,Saint John,IN,Lake
6448,8876,Somerville,NJ,Somerset
6696,72540,Guion,AR,Izard
5315,67119,Oxford,KS,Sumner
1994,63359,Middletown,MO,Montgomery
3435,98528,Belfair,WA,Mason
2026,6263,Rogers,CT,Windham
6903,75035,Frisco,TX,Collin
886,4626,Cutler,ME,Washington
2314,25857,Josephine,WV,Raleigh
8027,23824,Blackstone,VA,Nottoway
468,97490,Walton,OR,Lane
4347,48127,Dearborn Heights,MI,Wayne
1439,15423,Coal Center,PA,Washington
5312,90742,Sunset Beach,CA,Orange
1781,45864,Miller City,OH,Putnam
5999,93654,Reedley,CA,Fresno
4811,12439,Hensonville,NY,Greene
6338,84535,Monticello,UT,San Juan
3197,99158,Oakesdale,WA,Whitman
2761,89420,Luning,NV,Mineral
3062,71222,Bernice,LA,Union
7696,45660,Peebles,OH,Adams
11,64057,Independence,MO,Jackson
8045,33010,Hialeah,FL,Miami-Dade
2005,34756,Montverde,FL,Lake
532,24839,Hanover,WV,Wyoming
942,98133,Seattle,WA,King
484,7028,Glen Ridge,NJ,Essex
6788,6498,Westbrook,CT,Middlesex
285,18938,New Hope,PA,Bucks
3075,42503,Somerset,KY,Pulaski
4776,38115,Memphis,TN,Shelby
6434,64448,Faucett,MO,Buchanan
8434,79054,Lefors,TX,Gray
107,33027,Hollywood,FL,Broward
2709,39345,Newton,MS,Newton
4109,21251,Baltimore,MD,Baltimore
750,67334,Chautauqua,KS,Chautauqua
3059,66515,Morrill,KS,Brown
4482,24350,Ivanhoe,VA,Wythe
6838,59026,Edgar,MT,Carbon
165,22134,Quantico,VA,Prince William
693,56724,Gatzke,MN,Marshall
7333,50056,Colo,IA,Story
6952,45404,Dayton,OH,Montgomery
7726,45103,Batavia,OH,Clermont
7115,62265,New Baden,IL,Clinton
2006,90302,Inglewood,CA,Los Angeles
1736,95303,Ballico,CA,Merced
4584,12965,Nicholville,NY,St. Lawrence
5467,18031,Breinigsville,PA,Lehigh
1337,35218,Birmingham,AL,Jefferson
2828,78227,San Antonio,TX,Bexar
6781,91763,Montclair,CA,San Bernardino
2779,72434,Imboden,AR,Lawrence
2268,18254,Tresckow,PA,Carbon
5751,62362,Perry,IL,Pike
2882,13034,Cayuga,NY,Cayuga
7315,29175,Westville,SC,Kershaw
3199,98238,Conway,WA,Skagit
6425,32133,Eastlake Weir,FL,Marion
4018,46208,Indianapolis,IN,Marion
2892,52201,Ainsworth,IA,Washington
3972,62888,Tamaroa,IL,Perry
2781,26271,Hendricks,WV,Tucker
7984,16692,Westover,PA,Clearfield
1382,27825,Everetts,NC,Martin
4663,17221,Fannettsburg,PA,Franklin
813,6264,Scotland,CT,Windham
2421,18020,Bethlehem,PA,Northampton
6177,56760,Viking,MN,Marshall
591,57197,Sioux Falls,SD,Minnehaha
6383,26519,Albright,WV,Preston
276,70052,Gramercy,LA,St. James
3086,63548,Lancaster,MO,Schuyler
1662,98374,Puyallup,WA,Pierce
4409,77484,Waller,TX,Waller
3181,78393,Woodsboro,TX,Refugio
3653,97116,Forest Grove,OR,Washington
876,64146,Kansas City,MO,Jackson
4906,25312,Charleston,WV,Kanawha
7565,46056,Markleville,IN,Madison
5913,41041,Flemingsburg,KY,Fleming
8515,95501,Eureka,CA,Humboldt
2793,8004,Atco,NJ,Camden
2557,43531,Kunkle,OH,Williams
5622,60624,Chicago,IL,Cook
1579,16901,Wellsboro,PA,Tioga
3286,80120,Littleton,CO,Arapahoe
7246,43140,London,OH,Madison
5532,47955,Linden,IN,Montgomery
2938,78248,San Antonio,TX,Bexar
5589,62326,Colchester,IL,McDonough
1131,97492,Westfir,OR,Lane
115,29714,Fort Lawn,SC,Chester
6915,48224,Detroit,MI,Wayne
6552,2838,Manville,RI,Providence
2742,16056,Saxonburg,PA,Butler
3668,22542,Rhoadesville,VA,Orange
6366,19405,Bridgeport,PA,Montgomery
2046,41636,Hi Hat,KY,Floyd
4049,22150,Springfield,VA,Fairfax
7215,42234,Guthrie,KY,Todd
7026,28693,Warrensville,NC,Ashe
7797,72080,Jerusalem,AR,Conway
2561,13778,Greene,NY,Chenango
4328,50676,Tripoli,IA,Bremer
795,55080,Stanchfield,MN,Isanti
1118,19078,Ridley Park,PA,Delaware
5773,10040,New York,NY,New York
4821,65330,Gilliam,MO,Saline
6506,66118,Kansas City,KS,Wyandotte
1090,43016,Dublin,OH,Franklin
6608,25670,Delbarton,WV,Mingo
7913,67436,Delphos,KS,Ottawa
7015,48622,Farwell,MI,Clare
8414,56537,Fergus Falls,MN,Otter Tail
879,87571,Taos,NM,Taos
7255,17821,Danville,PA,Montour
3784,97438,Fall Creek,OR,Lane
7338,46105,Bainbridge,IN,Putnam
6622,99330,Eltopia,WA,Franklin
1365,4530,Bath,ME,Sagadahoc
3456,1832,Haverhill,MA,Essex
790,68065,Valparaiso,NE,Saunders
3277,23226,Richmond,VA,Richmond
32,87107,Albuquerque,NM,Bernalillo
8253,62230,Breese,IL,Clinton
4997,29627,Belton,SC,Anderson
1290,41513,Belcher,KY,Pike
6316,44901,Mansfield,OH,Richland
7014,98559,Malone,WA,Grays Harbor
3121,7716,Atlantic Highlands,NJ,Monmouth
6577,84334,Riverside,UT,Box Elder
5375,7460,Stockholm,NJ,Sussex
6212,15241,Pittsburgh,PA,Allegheny
4131,59333,Hathaway,MT,Rosebud
730,37150,Red Boiling Springs,TN,Macon
8446,97267,Portland,OR,Clackamas
5932,95471,Rio Nido,CA,Sonoma
3469,1940,Lynnfield,MA,Essex
3474,60946,Kempton,IL,Ford
1116,7055,Passaic,NJ,Passaic
8044,4988,Unity,ME,Waldo
558,1562,Spencer,MA,Worcester
889,15362,Spraggs,PA,Greene
4582,32205,Jacksonville,FL,Duval
789,77515,Angleton,TX,Brazoria
5101,46982,Silver Lake,IN,Kosciusko
1525,66514,Milford,KS,Geary
8417,36020,Coosada,AL,Elmore
1559,23844,Drewryville,VA,Southampton
4519,6375,Quaker Hill,CT,New London
7560,96022,Cottonwood,CA,Tehama
5446,67342,Edna,KS,Labette
8297,3227,Center Sandwich,NH,Carroll
2570,32024,Lake City,FL,Columbia
1625,77969,La Salle,TX,Jackson
5239,53578,Prairie Du Sac,WI,Sauk
2799,87579,Vadito,NM,Taos
7501,12937,Fort Covington,NY,Franklin
4578,7311,Jersey City,NJ,Hudson
4934,66767,Prescott,KS,Linn
6117,25646,Stollings,WV,Logan
8556,74359,Oaks,OK,Delaware
2236,55155,Saint Paul,MN,Ramsey
2477,87347,Jamestown,NM,McKinley
2331,56533,Elizabeth,MN,Otter Tail
985,57633,Isabel,SD,Dewey
207,79410,Lubbock,TX,Lubbock
6389,2745,New Bedford,MA,Bristol
6815,14739,Friendship,NY,Allegany
2527,83535,Juliaetta,ID,Latah
1907,35074,Green Pond,AL,Bibb
885,7857,Netcong,NJ,Morris
3407,50521,Burnside,IA,Webster
7125,86512,Sanders,AZ,Apache
6447,56312,Belgrade,MN,Stearns
2920,49089,Sherwood,MI,Branch
2903,98373,Puyallup,WA,Pierce
1936,44485,Warren,OH,Trumbull
2115,72067,Higden,AR,Cleburne
1877,88350,Timberon,NM,Otero
8478,8098,Woodstown,NJ,Salem
6122,77362,Pinehurst,TX,Montgomery
4695,68506,Lincoln,NE,Lancaster
2264,41149,Isonville,KY,Elliott
6489,15352,New Freeport,PA,Greene
4465,82072,Laramie,WY,Albany
4356,28590,Winterville,NC,Pitt
3582,75207,Dallas,TX,Dallas
3517,15238,Pittsburgh,PA,Allegheny
3918,93268,Taft,CA,Kern
7300,20009,Washington,DC,District of Columbia
3004,70076,Mount Airy,LA,St. John the Baptist
903,45653,Minford,OH,Scioto
4810,60536,Millbrook,IL,Kendall
4265,2072,Stoughton,MA,Norfolk
2932,38635,Holly Springs,MS,Marshall
2771,13603,Watertown,NY,Jefferson
5640,3830,East Wakefield,NH,Carroll
4610,87105,Albuquerque,NM,Bernalillo
6203,3864,Ossipee,NH,Carroll
3176,72414,Black Oak,AR,Craighead
3729,15601,Greensburg,PA,Westmoreland
4129,90036,Los Angeles,CA,Los Angeles
1460,11941,Eastport,NY,Suffolk
2666,39355,Quitman,MS,Clarke
3502,78145,Pawnee,TX,Bee
1980,16230,Hawthorn,PA,Clarion
3868,97056,Scappoose,OR,Columbia
5536,78209,San Antonio,TX,Bexar
7924,41179,Vanceburg,KY,Lewis
4574,59354,Willard,MT,Fallon
2437,44663,New Philadelphia,OH,Tuscarawas
4168,67353,Moline,KS,Elk
5021,64659,Meadville,MO,Linn
3320,54566,Wabeno,WI,Forest
1068,8858,Oldwick,NJ,Hunterdon
5508,76872,Rochelle,TX,McCulloch
6524,54474,Rothschild,WI,Marathon
4112,10314,Staten Island,NY,Richmond
7828,99029,Reardan,WA,Lincoln
3410,95202,Stockton,CA,San Joaquin
300,7935,Green Village,NJ,Morris
4940,92309,Baker,CA,San Bernardino
7050,74054,Osage,OK,Osage
7978,56162,Ormsby,MN,Martin
6883,21623,Church Hill,MD,Queen Anne's
3254,56651,Lengby,MN,Mahnomen
4012,67481,Sylvan Grove,KS,Lincoln
3980,33411,West Palm Beach,FL,Palm Beach
111,33898,Lake Wales,FL,Polk
915,36322,Daleville,AL,Dale
4595,95476,Sonoma,CA,Sonoma
8086,80741,Merino,CO,Logan
8042,99730,Central,AK,Yukon-Koyukuk
1463,77448,Hungerford,TX,Wharton
3442,67525,Claflin,KS,Barton
6504,48637,Merrill,MI,Saginaw
4503,80757,Woodrow,CO,Washington
3988,35592,Vernon,AL,Lamar
5497,90222,Compton,CA,Los Angeles
1599,77532,Crosby,TX,Harris
912,49264,Onondaga,MI,Ingham
5945,41238,Oil Springs,KY,Johnson
4460,94063,Redwood City,CA,San Mateo
2685,44851,New London,OH,Huron
2572,4847,Hope,ME,Knox
2423,37306,Belvidere,TN,Franklin
3823,45323,Enon,OH,Clark
5767,30340,Atlanta,GA,DeKalb
1764,82001,Cheyenne,WY,Laramie
143,60432,Joliet,IL,Will
1170,12924,Keeseville,NY,Clinton
5478,43030,Jacksontown,OH,Licking
1367,60621,Chicago,IL,Cook
3491,24069,Cascade,VA,Pittsylvania
5061,72149,Searcy,AR,White
2648,19319,Cheyney,PA,Delaware
4970,93001,Ventura,CA,Ventura
3454,56593,Wolf Lake,MN,Becker
2040,40056,Pewee Valley,KY,Oldham
7381,90640,Montebello,CA,Los Angeles
4394,38929,Gore Springs,MS,Grenada
7365,20147,Ashburn,VA,Loudoun
2574,74079,Stroud,OK,Lincoln
5967,66026,Fontana,KS,Miami
3204,62474,Westfield,IL,Clark
6716,44111,Cleveland,OH,Cuyahoga
7564,2341,Hanson,MA,Plymouth
781,77034,Houston,TX,Harris
2478,32092,Saint Augustine,FL,St. Johns
6889,69218,Merriman,NE,Cherry
5906,86505,Ganado,AZ,Apache
1790,7410,Fair Lawn,NJ,Bergen
6511,52217,Clutier,IA,Tama
8560,45217,Cincinnati,OH,Hamilton
6971,84312,Garland,UT,Box Elder
2261,67140,South Haven,KS,Sumner
5323,65232,Benton City,MO,Audrain
4917,19512,Boyertown,PA,Berks
3113,23459,Virginia Beach,VA,Virginia Beach
7974,45734,Graysville,OH,Monroe
5008,51536,Hancock,IA,Pottawattamie
5632,89406,Fallon,NV,Churchill
6970,59018,Clyde Park,MT,Park
5750,77961,Francitas,TX,Jackson
7219,57221,Bryant,SD,Hamlin
6470,43412,Curtice,OH,Lucas
1876,62070,Mozier,IL,Calhoun
1905,59301,Miles City,MT,Custer
7492,96143,Kings Beach,CA,Placer
1200,63531,Baring,MO,Knox
7456,39480,Soso,MS,Jones
1395,48866,Ovid,MI,Clinton
901,20878,Gaithersburg,MD,Montgomery
3762,65077,Steedman,MO,Callaway
5517,15733,De Lancey,PA,Jefferson
7665,13691,Theresa,NY,Jefferson
6006,73766,Pond Creek,OK,Grant
4955,38240,Obion,TN,Obion
6513,74063,Sand Springs,OK,Tulsa
3412,64840,Diamond,MO,Newton
1228,66032,Garnett,KS,Anderson
6563,58856,Zahl,ND,Williams
5219,56472,Pequot Lakes,MN,Crow Wing
4589,57040,Lesterville,SD,Yankton
2258,29048,Eutawville,SC,Orangeburg
8067,62942,Grand Tower,IL,Jackson
1269,25161,Powellton,WV,Fayette
8583,37766,La Follette,TN,Campbell
8235,5660,Moretown,VT,Washington
5973,6281,Woodstock,CT,Windham
4599,23702,Portsmouth,VA,Portsmouth
2722,73559,Mountain Park,OK,Kiowa
4628,66614,Topeka,KS,Shawnee
8373,25275,Sandyville,WV,Jackson
2428,37218,Nashville,TN,Davidson
6049,77049,Houston,TX,Harris
8425,45741,Langsville,OH,Meigs
7158,55756,Kerrick,MN,Pine
2813,43977,Flushing,OH,Belmont
4271,23874,Newsoms,VA,Southampton
